snapped_at,price,market_cap,total_volume
2014-01-21 00:00:00 UTC,2.28204e-05,178407.37250867515,74.98833353576214
2014-01-22 00:00:00 UTC,2.30724e-05,180377.48083005717,92.96608665872246
2014-01-23 00:00:00 UTC,2.26381e-05,176982.17083768657,96.6863029802104
2014-01-24 00:00:00 UTC,2.24811e-05,175754.76219968937,137.28354797816837
2014-01-25 00:00:00 UTC,2.26854e-05,177351.9568978364,132.42626399534296
2014-01-26 00:00:00 UTC,2.25828e-05,176549.84140066532,98.9959509244679
2014-01-27 00:00:00 UTC,2.31181e-05,180734.7582879419,74.81943478601663
2014-01-28 00:00:00 UTC,2.54946e-05,199313.97268397466,160.96114878040635
2014-01-29 00:00:00 UTC,2.45385e-05,191839.28847175575,99.29938789448433
2014-01-30 00:00:00 UTC,2.47556e-05,193536.5531127018,35.58577945369806
2014-01-31 00:00:00 UTC,2.48684e-05,194418.40990556177,100.96738414031499
2014-02-01 00:00:00 UTC,2.47571e-05,193548.2795287281,132.32079672468024
2014-02-02 00:00:00 UTC,2.49825e-05,195310.43144948847,145.38105338531687
2014-02-03 00:00:00 UTC,2.63299e-05,205844.25608542637,112.9810450845831
2014-02-04 00:00:00 UTC,2.58535e-05,202119.81386234608,99.08338776326933
2014-02-05 00:00:00 UTC,2.5075e-05,196033.5862004775,62.099963730345934
2014-02-06 00:00:00 UTC,2.51166e-05,196358.81091982822,114.13774651220854
2014-02-07 00:00:00 UTC,2.52146e-05,197124.9642960932,129.2887973794938
2014-02-08 00:00:00 UTC,2.57843e-05,201578.81527391972,191.95112435769573
2014-02-09 00:00:00 UTC,2.5954e-05,202905.5121227722,69.80724836088281
2014-02-10 00:00:00 UTC,2.55607e-05,199830.73535248093,113.82100719866511
2014-02-11 00:00:00 UTC,2.62764e-05,205425.9988974044,195.47594372588566
2014-02-12 00:00:00 UTC,2.5809e-05,201771.91704535176,127.07124911580877
2014-02-13 00:00:00 UTC,2.56651e-05,200646.92268223892,98.82509530867725
2014-02-14 00:00:00 UTC,2.69971e-05,211060.35217048065,178.75352056879734
2014-02-15 00:00:00 UTC,2.46192e-05,192470.19229128203,245.63349592474125
2014-02-16 00:00:00 UTC,2.48356e-05,194161.9833120676,125.67223517493576
2014-02-17 00:00:00 UTC,2.48826e-05,194529.42415701094,138.49287844652562
2014-02-18 00:00:00 UTC,2.41567e-05,188854.41897740768,181.77980594891608
2014-02-19 00:00:00 UTC,2.44247e-05,190949.61227010048,307.36603737851
2014-02-20 00:00:00 UTC,2.46458e-05,192678.14830342258,358.76419610856425
2014-02-21 00:00:00 UTC,2.58948e-05,202442.6917348568,334.80601102820145
2014-02-22 00:00:00 UTC,2.61597e-05,204513.6515218073,166.47743600342076
2014-02-23 00:00:00 UTC,2.52953e-05,197755.86811669674,143.67569850410126
2014-02-24 00:00:00 UTC,2.63487e-05,205991.23265944707,111.57597445853018
2014-02-25 00:00:00 UTC,2.62402e-05,205142.9922874297,283.87516632870773
2014-02-26 00:00:00 UTC,2.34857e-05,183608.61430391122,299.95776028778863
2014-02-27 00:00:00 UTC,2.4233e-05,189450.92311154612,264.3913495766997
2014-02-28 00:00:00 UTC,2.47948e-05,193843.01330012456,51.259223231980066
2014-03-01 00:00:00 UTC,2.46193e-05,192470.9732703782,293.73040767229696
2014-03-02 00:00:00 UTC,2.42513e-05,189593.99001997325,141.72600584654288
2014-03-03 00:00:00 UTC,2.41537e-05,188830.9646106416,148.49408426037715
2014-03-04 00:00:00 UTC,2.30748e-05,180396.24267484192,341.1966642651849
2014-03-05 00:00:00 UTC,2.39737e-05,187423.7448875125,128.33817041646114
2014-03-06 00:00:00 UTC,2.42284e-05,189414.96028604434,208.28408534871957
2014-03-07 00:00:00 UTC,2.39085e-05,186914.01796761635,259.4071544859317
2014-03-08 00:00:00 UTC,2.37156e-05,185405.94704230747,174.1163253416984
2014-03-09 00:00:00 UTC,2.33772e-05,182760.37330561216,20.847899487800852
2014-03-10 00:00:00 UTC,2.3094e-05,180546.34721627142,28.076140159567135
2014-03-11 00:00:00 UTC,2.34648e-05,183445.2198343879,171.6213495554516
2014-03-12 00:00:00 UTC,2.2615e-05,176801.57740194577,377.2466418689456
2014-03-13 00:00:00 UTC,2.23154e-05,174459.33837740315,74.8073156469122
2014-03-14 00:00:00 UTC,2.2571e-05,176457.59105723043,190.4287154187617
2014-03-15 00:00:00 UTC,2.26506e-05,177079.89442223738,103.44816653673747
2014-03-16 00:00:00 UTC,2.27466e-05,177830.41259726466,79.56995784931269
2014-03-17 00:00:00 UTC,2.26861e-05,177357.43015970459,171.7013669021751
2014-03-18 00:00:00 UTC,2.26465e-05,177047.8408791979,169.90456295685067
2014-03-19 00:00:00 UTC,2.28629e-05,178739.6321887493,178.34465633209595
2014-03-20 00:00:00 UTC,2.29461e-05,179390.08042736797,121.83368188487792
2014-03-21 00:00:00 UTC,2.31824e-05,181237.44791076778,381.02282486010773
2014-03-22 00:00:00 UTC,2.32854e-05,182042.69017829857,180.75602530162277
2014-03-23 00:00:00 UTC,2.26711e-05,177240.161239738,320.00066034435423
2014-03-24 00:00:00 UTC,2.22319e-05,173806.54464922348,201.2105648353578
